model_id,sample_id,patient_id,parent_id,model_name,synonyms,tissue,cancer_type,cancer_type_ncit_id,tissue_status,sample_site,cancer_type_detail,model_type,growth_properties,model_treatment,sampling_day,sampling_month,sampling_year,doi,pmed,msi_status,ploidy_snp6,ploidy_wes,ploidy_wgs,mutational_burden,model_comments,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,HCMI,suppliers,supplier,cat_number,species,gender,ethnicity,age_at_sampling,family_history_of_cancer,prior_same_malignancy,prior_other_malignancy,smoking_status,alcohol_exposure_intensity,alcohol_consumption_per_week,history_diabetes,diabetes_treatment,colorectal_cancer_risk_factors,patient_history_of_gastrointestinal_disorder,gastrointestinal_disorder_diagnosed,prior_synchronous_colon_rectal_tumours,history_prior_colon_polyps,previous_current_barretts_oesophagus,reflux_disease_prior,reflux_disease_treatment,h_pylori_infection,history_clinical_chronic_pancreatitis,tumour_grade,tnm_integrated,tnm_t,tnm_n,tnm_m,clinical_staging,metastasis_at_diagnosis,metastatic_site_at_diagnosis,method_procurement,sample_treatment,sample_treatment_details,radiation_type,prior_therapy_outcome,tumour_regression_score,colon_polyps_present_at_time_of_tissue_collection,venous_invasion_present,venous_invasion_type,lymphatic_invasion_present,perineural_invasion_present,gastric_oesophageal_junction,barretts_goblet_cells_present,oesophageal_columnar_metaplasia,goblet_cells_oesophageal_columnar_mucosa,degree_of_dysplasia_non_cancerous_oesophageal_columnar_mucosa,peripancreatic_lymph_nodes_tested_surgery,number_positive_peripancreatic_lymph_nodes,mlh1_expression_by_ihc,mlh1_promoter_methylation_status,msh2_expression_by_ihc,pms2_expression_by_ihc,msh6_expression_by_ihc,braf_mutation_identified,braf_expression_by_ihc,pik3ca_mutation_identified,pten_expression_by_ihc,pten_mutation_identified,kras_mutation_identified,mismatch_repair_status,preoperative_ce_alevel,crispr_ko_data
SIDM01276,SIDS01218,SIDP01109,,HCM-SANG-0272-C20,WTSI-COLO_025,Large Intestine,Colorectal Carcinoma,C9383,Tumour,Rectum,Rectal Adenocarcinoma,Organoid,Unknown,None,29,3,2017,,,MSS,,,3.35,5.63,,,,,,,HCM-SANG-0272-C20,,,,Homo Sapiens,Female,White,66,,,,Ex-Smoker,,,,,,,,,,,,,,,,IIIB,T3,N1,M0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00499,SIDS00942,SIDP00842,,22RV1,CWR22-Rv1;CWR22-R1,Prostate,Prostate Carcinoma,C4863,Tumour,Prostate,Prostate Carcinoma,Cell Line,Adherent,,,,,,,MSI,2.039090596,2.071635531,,157.24,"Cell line was derived from a human prostate carcinoma xenograft (CWR22R) that was serially propagated in nude mice after castration-induced regression and relapse of the parental, androgen-dependent CWR22 xenograft (DSMZ).",,924100,ACH-000956,22RV1_PROSTATE,CVCL_1045,,DSMZ:ACC-438,DSMZ,ACC-438,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00960,SIDS00484,SIDP00421,,CL-40,,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Right colon,Colon Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,2.053537756,2.077625844,,31.71,,,1240124,ACH-000798,CL40_LARGE_INTESTINE,CVCL_1982,,DSMZ:ACC-535,DSMZ,ACC-535,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01016,SIDS00539,SIDP00474,,Jurkat,JM;JM-Jurkat;Jurkat-FHCRC;FHCRC-11;FHCRC subclone 11;FCCH1024,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,C7953,Tumour,Peripheral Blood,Childhood T Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,1976,,,MSI,1.939631396,1.986276321,,384.45,,J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC).;A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC).;I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC).;I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC).;I-2-1 has amutation in the adaptor FADD (ATCC).;Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC).;JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB),998184,ACH-000995,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0065,,DSMZ:ACC-282,DSMZ,ACC-282,Homo Sapiens,Male,Unknown,14,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01010,SIDS00546,SIDP00480,,KARPAS-299,K299,Haematopoietic and Lymphoid,T-Cell Non-Hodgkin's Lymphoma,C3720,Tumour,Unknown,Anaplastic Large Cell Lymphoma,Cell Line,Suspension,,,,1986,,,MSS,1.899098452,1.952565648,,24.37,,,907273,ACH-000053,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1324,,ECACC:6072604,ECACC,6072604,Homo Sapiens,Male,Unknown,25,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00687,SIDS00178,SIDP00143,,KATOIII,KATO 3;JTC-28,Stomach,Gastric Carcinoma,C5250,Metastasis,Pleural effusion,Signet Ring Cell Gastric Adenocarcinoma,Cell Line,Semi-Adherent,,,,,,,MSS,3.584085102,3.711126293,,43.61,,,907276,ACH-000793,KATOIII_STOMACH,CVCL_0371,,ATCC:HTB-103,ATCC,HTB-103,Homo Sapiens,Male,Unknown,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00603,SIDS00994,SIDP00891,,KOSC-2,KOSC-2 cl3-43,Head and Neck,Head and Neck Carcinoma,C34447,Tumour,Unknown,Head and Neck Squamous Cell Carcinoma,Cell Line,Unknown,,,,,,,MSS,2.791229467,3.004723568,,31.76,,,753570,ACH-002260,KOSC2_UPPER_AERODIGESTIVE_TRACT,CVCL_1337,,JCRB:JCRB0126.1,JCRB,JCRB0126.1,Homo Sapiens,Male,Unknown,51,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00683,SIDS00182,SIDP00147,,LNCaP-Clone-FGC,LNCaP.FGC;LNCaP-ATCC,Prostate,Prostate Carcinoma,C4863,Metastasis,Left supraclavicular lymph node,Prostate Carcinoma,Cell Line,Semi-Adherent,,,,1977,,,MSI,3.776481166,2.043864737,,288.05,,,907788,ACH-000977,LNCAPCLONEFGC_PROSTATE,CVCL_1379,,ATCC:CRL-1740,ATCC,CRL-1740,Homo Sapiens,Male,White,50,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00293,SIDS00684,SIDP00611,,LU-139,NCC-c-Lu-139,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Unknown,Small Cell Lung Carcinoma,Cell Line,Suspension,,,,,,,MSS,2.9161907,3.016277224,,52.92,,,713878,ACH-002052,LU139_LUNG,CVCL_1390,,RIKEN:RCB0469,RIKEN,RCB0469,Homo Sapiens,Male,East Asian,63,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00003,SIDS00780,SIDP00698,,M14,M14-MEL;UCLA-SO-M14;UCLA-SO-14;Melanoma 14,Skin,Melanoma,C3802,Unknown,Unknown,Amelanotic Melanoma,Cell Line,Unknown,,,,,,,MSS,2.888202821,3.048155514,,138,,"MDA-MB-435 and its variant MDA-MB435S have been found to be cross contaminated with M14 (ICLAC, DOI: 10.1002/ijc.31067)",905975,ACH-002159,M14_SKIN,CVCL_1395,,NCI:M14,NCI,M14,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00437,SIDS01120,SIDP01007,,MOLM-13,,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,C9154,Tumour,Peripheral blood,Adult Acute Myeloid Leukemia,Cell Line,Suspension,,,,1995,,,MSS,2.167819827,2.215965783,,24.37,,"MOLM-13 and MOLM-14 are sister cell lines, both established from the peripheral blood of the same patient (DSMZ).",1330947,ACH-000362,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2119,,DSMZ:ACC-554,DSMZ,ACC-554,Homo Sapiens,Male,Unknown,20,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00425,SIDS01037,SIDP00930,,OVTOKO,,Ovary,Ovarian Carcinoma,C40078,Metastasis,Spleen,Ovarian Clear Cell Adenocarcinoma,Cell Line,Unknown,,,7,1990,,9328139,MSS,3.257616824,3.38994887,,41.18,,,1298365,ACH-000663,OVTOKO_OVARY,CVCL_3117,,JCRB:JCRB1048,JCRB,JCRB1048,Homo Sapiens,Female,East Asian,78,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,"Five courses of CAP; cyclophosphamide, adriamycin and cis-platinum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01156,SIDS00390,SIDP00334,,SW1271,,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Unknown,Small Cell Lung Carcinoma,Cell Line,Adherent,,,,1976,,,MSS,2.658150732,2.885552146,,87.39,,,1299062,ACH-000890,SW1271_LUNG,CVCL_1716,,ATCC:CRL-2177,ATCC,CRL-2177,Homo Sapiens,Male,White,69,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01278,SIDS01220,SIDP01111,,HCM-SANG-0276-C18,WTSI-COLO_039,Large Intestine,Colorectal Carcinoma,C5543,Tumour,Caecum,Cecum Adenocarcinoma,Organoid,Unknown,None,20,4,2017,,,MSI,,,2.04,86.57,,,,,,,HCM-SANG-0276-C18,ATCC:PDM-53,ATCC,PDM-53,Homo Sapiens,Female,Unknown,78,,,,Never-Smoked,,,,,,,,,,,,,,,,IIIB,T3,N2,M0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00435,SIDS01121,SIDP01008,,MOLM-16,,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,C9154,Tumour,Peripheral blood,Adult Acute Myeloid Leukemia,Cell Line,Suspension,,,,1999,,,MSS,3.333563449,3.281309101,,25.84,,,1330948,ACH-000369,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2120,,DSMZ:ACC-555,DSMZ,ACC-555,Homo Sapiens,Female,East Asian,77,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01023,SIDS00569,SIDP00502,,MONO-MAC-6,MM6,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,C8263,Tumour,Peripheral Blood,Adult Acute Monocytic Leukemia,Cell Line,Suspension,,,,1985,,,MSS,1.907482998,2.029797826,,22,,MONO-MAC-1 and MONO-MAC-6 are simultaneous sister cell lines derived from a peripheral blood sample from the same patient (DSMZ).,908148,ACH-000006,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1426,,DSMZ:ACC-124,DSMZ,ACC-124,Homo Sapiens,Male,Unknown,64,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00253,SIDS00724,SIDP00648,,NB6,SJNB-6;NB6-DH;N2307L,Peripheral Nervous System,Neuroblastoma,C3270,Metastasis,Unknown,Neuroblastoma,Cell Line,Unknown,,,,,,,MSS,1.98113166,2.041902305,,23.08,,,949173,ACH-002284,NB6_AUTONOMIC_GANGLIA,CVCL_8823,,,,,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00758,SIDS00259,SIDP00215,,NCI-H1993,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Lymph node,Lung Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,4.194214793,4.110363554,,65.26,,NCI-H1993 and NCI-H2073 were derived from the same patient (ATCC).,908476,ACH-001137,NCIH1993_LUNG,CVCL_1512,,ATCC:CRL-5909,ATCC,CRL-5909,Homo Sapiens,Female,White,47,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00702,SIDS00277,SIDP00228,,NCI-H2122,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Pleural effusion,Lung Adenocarcinoma,Cell Line,Adherent,,,1,1989,,,MSS,2.471449922,2.461996827,,29.21,,NCI-BL2122 is a lymphoblastoid line from the same patient as NCI-H2122 (ATCC).,722046,ACH-000311,NCIH2122_LUNG,CVCL_1531,,ATCC:CRL-5985,ATCC,CRL-5985,Homo Sapiens,Female,White,46,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00700,SIDS00279,SIDP00229,,NCI-H2135,,Lung,Non-Small Cell Lung Carcinoma,C2926,Tumour,Unknown,Non-Small Cell Lung Carcinoma,Cell Line,Adherent,,,2,1989,,,MSS,3.684066061,4.025004332,,93.87,,,1298352,ACH-001363,NCIH2135_LUNG,CVCL_1533,,ATCC:CRL-5926,ATCC,CRL-5926,Homo Sapiens,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00144,SIDS00841,SIDP00750,,NCI-H460,NCI-HUT-460;NCI-460,Lung,Non-Small Cell Lung Carcinoma,C4450,Metastasis,Pleural Effusion,Large Cell Lung Carcinoma,Cell Line,Adherent,,,,1982,,,MSS,2.535303751,2.511721119,,37.47,,,905943,ACH-000463,NCIH460_LUNG,CVCL_0459,,NCI:NCI-H460,NCI,NCI-H460,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00444,SIDS01128,SIDP01015,,OACM5-1,OACM5.1 C,Esophagus,Esophageal Carcinoma,C4025,Metastasis,Lymph node,Esophageal Adenocarcinoma,Cell Line,Semi-Adherent,,,,1996,,,MSS,1.921047674,1.944457571,,22.76,,,1503363,ACH-001368,OACM51_OESOPHAGUS,CVCL_1842,,DSMZ:ACC-696,DSMZ,ACC-696,Homo Sapiens,Male,White,47,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00220,SIDS00603,SIDP00533,,OC-314,,Ovary,Ovarian Carcinoma,C7550,Metastasis,Ascites,Ovarian Serous Adenocarcinoma,Cell Line,Adherent,,,12,1994,10.1006/gyno.1996.0194,,MSI,2.928705319,2.983211733,,210.82,,"OC-314, OC-315 and OC-316 share common ancestry (PMID: 15677628). Sanger and Broad Institute genomic data supports this conclusion for OC-314 & OC-316 (no data has been generated for OC-315).",909257,ACH-000962,OC314_OVARY,CVCL_1616,,ICLC:HTL98015,ICLC,HTL98015,Homo Sapiens,Female,Unknown,39,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00092,SIDS00845,SIDP00753,,OVCAR-4,NIH:OVCAR-4,Ovary,Ovarian Carcinoma,C105555,Tumour,Unknown,High Grade Ovarian Serous Adenocarcinoma,Cell Line,Unknown,,,,,,,MSS,2.925130027,2.965592572,,28,,,905990,ACH-000617,OVCAR4_OVARY,CVCL_1627,,NCI:OVCAR-4,NCI,OVCAR-4,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01114,SIDS00340,SIDP00286,,PWR-1E,,Prostate,Non-Cancerous,C33414,Normal,Prostate,Non-Cancerous,Cell Line,Adherent,,,,,,,MSS,2.399980351,2.458896322,,19.18,PWR-1-E was single cell clone isolated from cells derived from non-neoplastic adult human prostate cells that were infected with the Ad12-SV40 virus (PMID: 8761420).,,1330993,ACH-001383,PWR1E_PROSTATE,CVCL_3775,,ATCC:CRL-11611,ATCC,CRL-11611,Homo Sapiens,Male,White,67,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00449,SIDS01142,SIDP01029,,RCH-ACV,,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,C9140,Tumour,Bone marrow,Childhood B Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,,,,MSI,2.035776948,2.089169181,,91.89,,,1330994,ACH-000922,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1851,,DSMZ:ACC-548,DSMZ,ACC-548,Homo Sapiens,Female,Unknown,8,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00426,SIDS01147,SIDP01034,,RH-41,,Soft Tissue,Rhabdomyosarcoma,C3749,Tumour,Liver,Alveolar Rhabdomyosarcoma,Cell Line,Adherent,,,,,10.3389/fonc.2013.00183,23882450,MSS,3.134496817,3.276472163,,22.45,,RH-41 and RH-4 were both derived from the same patient sample. (PMID: 23882450),1240210,ACH-000100,RH41_SOFT_TISSUE,CVCL_2176,,DSMZ:ACC-592,DSMZ,ACC-592,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00813,SIDS00014,SIDP00011,,RPMI-6666,,Haematopoietic and Lymphoid,Non-Cancerous,C41168,Normal,Peripheral Blood,Non-Cancerous,Cell Line,Suspension,Transformed (EBV),,,,,,MSS,1.952393982,1.999670148,,16.76,"RPMI-6666 was initially thought to have been derived from Hodgkin lymphoma, but is now known to be an EBV-positive B-lymphoblastoid cell line (PMID: 12592342).",,909701,ACH-001182,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1665,,ATCC:CCL-113,ATCC,CCL-113,Homo Sapiens,Male,White,29,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00382,SIDS01059,SIDP00951,,SF126,,Central Nervous System,Glioblastoma,C3058,Tumour,Unknown,Glioblastoma,Cell Line,Unknown,,,,,,,MSS,1.960455952,2.036251674,,37.95,,,909712,ACH-000609,SF126_CENTRAL_NERVOUS_SYSTEM,CVCL_1688,,JCRB:IFO50286,JCRB,IFO50286,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01108,SIDS00364,SIDP00309,,SK-LU-1,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,3.702383258,3.936371833,,58.39,,,909721,ACH-000309,SKLU1_LUNG,CVCL_0629,,ATCC:HTB-57,ATCC,HTB-57,Homo Sapiens,Female,White,60,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00027,SIDS00794,SIDP00711,,SK-NEP-1,,Kidney,Kidney Carcinoma,C9385,Metastasis,Pleural Effusion,Renal Cell Carcinoma,Cell Line,Unknown,,,,,,,MSS,2.618092227,2.705796897,,16.61,Expression profile suggests origin is Ewings Sarcoma (DOI: 10.1002/pbc.21099).,,909730,ACH-001192,SKNEP1_BONE,CVCL_0631,,ATCC:HTB-48,ATCC,HTB-48,Homo Sapiens,Female,White,25,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01199,SIDS00380,SIDP00324,,SNU-423,NCI-SNU-423,Liver,Hepatocellular Carcinoma,C3099,Tumour,Liver,Hepatocellular Carcinoma,Cell Line,Adherent,,,,1990,,,MSS,5.919296119,4.872870852,,32.76,Treated by transcatheter arterial embolization with lipoidol plus doxorubicin.,,909737,ACH-000493,SNU423_LIVER,CVCL_0366,,ATCC:CRL-2238,ATCC,CRL-2238,Homo Sapiens,Male,East Asian,40,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,transcatheter arterial embolization with lipoidol plus doxorubicin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00832,SIDS00033,SIDP00026,,SW948,,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Colon,Colon Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,2.929897958,2.826489196,,47.21,,,909757,ACH-000680,SW948_LARGE_INTESTINE,CVCL_0632,,ATCC:CCL-237,ATCC,CCL-237,Homo Sapiens,Female,White,81,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00249,SIDS00705,SIDP00630,,TE-15,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Unknown,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.59857133,2.769760303,,43.47,,,753614,ACH-000353,TE15_OESOPHAGUS,CVCL_1763,,RIKEN:RCB1951,RIKEN,RCB1951,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01191,SIDS00416,SIDP00358,,U-2-OS,U20-S;2T,Bone,Osteosarcoma,C9145,Tumour,Tibia,Osteosarcoma,Cell Line,Adherent,,,,1964,,,MSS,3.03517119,3.2637651,,29.29,,,909776,ACH-000364,U2OS_BONE,CVCL_0042,,ATCC:HTB-96,ATCC,HTB-96,Homo Sapiens,Female,White,15,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00417,SIDS01174,SIDP01060,,U-266,U266B1;U266S;U266BL,Haematopoietic and Lymphoid,Plasma Cell Myeloma,C3242,Tumour,Peripheral blood,Plasma Cell Myeloma,Cell Line,Suspension,,,,1968,,,MSS,2.007162165,2.049304739,,41.39,,,753615,ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0566,,DSMZ:ACC-9,DSMZ,ACC-9,Homo Sapiens,Male,Unknown,53,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01102,SIDS00425,SIDP00367,,WIL2-NS,,Haematopoietic and Lymphoid,Non-Cancerous,C97074,Tumour,Spleen,Hereditary Spherocytosis,Cell Line,Suspension,,,,,,,MSS,2.017505488,2.086002495,,44.53,,WIL2-S is a HAT sensitive variant of the WIL2-NS cell line (ATCC).,1331049,ACH-002316,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2761,,ATCC:CRL-8155,ATCC,CRL-8155,Homo Sapiens,Male,White,5,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00012,SIDS00771,SIDP00691,,M120326_2,,Skin,Melanoma,C3224,Tumour,Unknown,Melanoma,Cell Line,Unknown,,,,,,,,,,,,,M120326_2 and M120327_3 were established from two different samples obtained from different regions of the same tumour.,,,,CVCL_VS55,,,,,Homo Sapiens,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00021,SIDS00800,SIDP00715,,TE-3,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Unknown,Unknown,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown,,,,,,,,,,,,,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,CVCL_9971,,unknown:unknown,unknown,unknown,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00124,SIDS00813,SIDP00726,,A498,,Kidney,Kidney Carcinoma,C9385,Tumour,Unknown,Renal Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.315826382,3.569831516,,22.82,,,905948,ACH-000555,A498_KIDNEY,CVCL_1056,,NCI:A498,NCI,A498,Homo Sapiens,Female,White,52,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00129,SIDS00808,SIDP00721,,G-MEL,,Skin,Melanoma,C3510,Unknown,Unknown,Cutaneous Melanoma,Cell Line,Unknown,,,,,,,MSS,2.750861571,2.851630161,,53.55,,,1240130,ACH-002121,GMEL_SKIN,CVCL_W798,,,,,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01960,SIDS01813,SIDP01712,,HCM-SANG-0529-C18,WTSI-COLO_109,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Sigmoid colon,Colon Adenocarcinoma,Organoid,Unknown,Unknown,9,8,2017,,,MSS,,,3,7.38,,,,,,,HCM-SANG-0529-C18,,,,Homo Sapiens,Male,White,70,Same,No,No,Unknown,,,,,Yes,No,,No,Yes,,,,,,,IIIA,T2,N1b,M0,Stage IIA,Non-metastatic (confirmed),,Anterior resection of rectum,None,,,,,Yes,Yes,Intramural,No,No,,,,,,,,,Not Assessed,,,,,,,,,,,,FALSE
